protein1 protein2 combined_score
362663.ECP_3390 362663.ECP_3374 294
362663.ECP_3390 362663.ECP_3291 774
362663.ECP_3391 362663.ECP_3404 999
362663.ECP_3391 362663.ECP_4145 967
362663.ECP_3391 362663.ECP_3483 252
362663.ECP_3391 362663.ECP_3906 217
362663.ECP_3391 362663.ECP_4195 376
362663.ECP_3391 362663.ECP_2610 998
362663.ECP_3391 362663.ECP_4197 988
362663.ECP_3391 362663.ECP_0673 309
362663.ECP_3391 362663.ECP_2569 526
362663.ECP_3391 362663.ECP_0200 416
362663.ECP_3391 362663.ECP_2620 896
362663.ECP_3391 362663.ECP_0359 774
362663.ECP_3391 362663.ECP_4758 426
362663.ECP_3391 362663.ECP_0053 376
362663.ECP_3391 362663.ECP_0176 222
362663.ECP_3391 362663.ECP_0596 245
362663.ECP_3391 362663.ECP_3734 955
362663.ECP_3391 362663.ECP_2571 850
362663.ECP_3391 362663.ECP_3972 569
362663.ECP_3391 362663.ECP_3386 998
362663.ECP_3391 362663.ECP_1434 245
362663.ECP_3391 362663.ECP_1666 292
362663.ECP_3391 362663.ECP_0177 999
362663.ECP_3391 362663.ECP_4391 376
362663.ECP_3391 362663.ECP_0022 998
362663.ECP_3391 362663.ECP_2611 282
362663.ECP_3391 362663.ECP_1623 294
362663.ECP_3391 362663.ECP_0898 969
362663.ECP_3391 362663.ECP_1705 252
362663.ECP_3391 362663.ECP_3313 999
362663.ECP_3391 362663.ECP_4055 286
362663.ECP_3391 362663.ECP_3429 358
362663.ECP_3391 362663.ECP_1756 252
362663.ECP_3391 362663.ECP_3409 998
362663.ECP_3391 362663.ECP_2379 294
362663.ECP_3391 362663.ECP_3403 993
362663.ECP_3391 362663.ECP_0700 341
362663.ECP_3391 362663.ECP_1942 245
362663.ECP_3391 362663.ECP_4201 376
362663.ECP_3391 362663.ECP_3392 993
362663.ECP_3391 362663.ECP_2599 978
362663.ECP_3391 362663.ECP_3257 760
362663.ECP_3391 362663.ECP_2884 419
362663.ECP_3391 362663.ECP_0180 864
362663.ECP_3391 362663.ECP_3384 999
362663.ECP_3391 362663.ECP_3432 998
362663.ECP_3391 362663.ECP_0922 988
362663.ECP_3391 362663.ECP_1418 787
362663.ECP_3391 362663.ECP_3402 999
362663.ECP_3391 362663.ECP_4000 282
362663.ECP_3391 362663.ECP_4194 376
362663.ECP_3391 362663.ECP_1665 906
362663.ECP_3391 362663.ECP_0360 774
362663.ECP_3391 362663.ECP_0958 311
362663.ECP_3391 362663.ECP_0786 353
362663.ECP_3391 362663.ECP_3692 912
362663.ECP_3391 362663.ECP_1329 282
362663.ECP_3391 362663.ECP_2479 252
362663.ECP_3391 362663.ECP_1943 295
362663.ECP_3391 362663.ECP_4456 294
362663.ECP_3391 362663.ECP_0497 267
362663.ECP_3391 362663.ECP_4193 358
362663.ECP_3391 362663.ECP_3396 983
362663.ECP_3391 362663.ECP_1765 245
362663.ECP_3391 362663.ECP_3397 981
362663.ECP_3391 362663.ECP_1726 282
362663.ECP_3391 362663.ECP_3406 987
362663.ECP_3391 362663.ECP_3291 977
362663.ECP_3391 362663.ECP_0101 252
362663.ECP_3391 362663.ECP_3398 988
362663.ECP_3391 362663.ECP_3374 381
362663.ECP_3391 362663.ECP_4448 988
362663.ECP_3391 362663.ECP_3379 376
362663.ECP_3391 362663.ECP_3385 999
362663.ECP_3391 362663.ECP_4200 376
362663.ECP_3391 362663.ECP_4777 290
362663.ECP_3391 362663.ECP_3394 999
362663.ECP_3391 362663.ECP_3401 981
362663.ECP_3391 362663.ECP_4198 974
362663.ECP_3391 362663.ECP_3405 993
362663.ECP_3391 362663.ECP_2212 373
362663.ECP_3391 362663.ECP_1081 969
362663.ECP_3391 362663.ECP_1601 725
362663.ECP_3391 362663.ECP_2843 252
362663.ECP_3391 362663.ECP_3155 998
362663.ECP_3391 362663.ECP_3256 936
362663.ECP_3391 362663.ECP_0154 341
362663.ECP_3391 362663.ECP_3408 982
362663.ECP_3391 362663.ECP_0219 245
362663.ECP_3391 362663.ECP_3393 982
362663.ECP_3391 362663.ECP_2727 206
362663.ECP_3391 362663.ECP_1814 245
362663.ECP_3391 362663.ECP_1661 248
362663.ECP_3391 362663.ECP_0265 355
362663.ECP_3391 362663.ECP_2568 849
362663.ECP_3391 362663.ECP_3388 376
362663.ECP_3391 362663.ECP_3382 988
362663.ECP_3391 362663.ECP_1798 294
362663.ECP_3391 362663.ECP_4196 969
362663.ECP_3391 362663.ECP_1397 569
362663.ECP_3391 362663.ECP_1183 849
362663.ECP_3391 362663.ECP_3443 290
362663.ECP_3391 362663.ECP_3430 859
362663.ECP_3391 362663.ECP_0216 245
362663.ECP_3391 362663.ECP_2422 341
362663.ECP_3391 362663.ECP_3399 999
362663.ECP_3391 362663.ECP_4445 999
362663.ECP_3391 362663.ECP_1663 988
362663.ECP_3391 362663.ECP_3748 358
362663.ECP_3391 362663.ECP_2607 969
362663.ECP_3391 362663.ECP_2578 569
362663.ECP_3391 362663.ECP_4447 999
362663.ECP_3391 362663.ECP_4048 245
362663.ECP_3391 362663.ECP_1259 861
362663.ECP_3391 362663.ECP_4118 725
362663.ECP_3391 362663.ECP_1815 245
362663.ECP_3391 362663.ECP_0095 376
362663.ECP_3391 362663.ECP_3387 774
362663.ECP_3391 362663.ECP_3383 740
362663.ECP_3391 362663.ECP_0954 290
362663.ECP_3391 362663.ECP_0036 294
362663.ECP_3391 362663.ECP_3395 998
362663.ECP_3391 362663.ECP_2294 252
362663.ECP_3391 362663.ECP_1241 245
362663.ECP_3391 362663.ECP_3273 969
362663.ECP_3391 362663.ECP_3250 569
362663.ECP_3391 362663.ECP_3390 974
362663.ECP_3391 362663.ECP_0158 787
362663.ECP_3391 362663.ECP_0834 290
362663.ECP_3391 362663.ECP_3407 998
362663.ECP_3391 362663.ECP_3389 981
362663.ECP_3391 362663.ECP_3272 967
362663.ECP_3391 362663.ECP_1335 434
362663.ECP_3391 362663.ECP_3431 999
362663.ECP_3391 362663.ECP_3253 999
362663.ECP_3391 362663.ECP_4199 963
362663.ECP_3391 362663.ECP_2765 376
362663.ECP_3391 362663.ECP_0784 282
362663.ECP_3391 362663.ECP_1809 252
362663.ECP_3391 362663.ECP_0672 244
362663.ECP_3391 362663.ECP_4059 294
362663.ECP_3391 362663.ECP_3126 252
362663.ECP_3391 362663.ECP_3735 988
362663.ECP_3391 362663.ECP_4405 821
362663.ECP_3391 362663.ECP_3400 955
362663.ECP_3391 362663.ECP_2226 967
362663.ECP_3391 362663.ECP_0811 569
362663.ECP_3391 362663.ECP_1664 988
362663.ECP_3391 362663.ECP_1869 353
362663.ECP_3391 362663.ECP_3747 376
362663.ECP_3391 362663.ECP_3314 985
362663.ECP_3391 362663.ECP_0791 245
362663.ECP_3392 362663.ECP_3405 998
362663.ECP_3392 362663.ECP_3155 988
362663.ECP_3392 362663.ECP_0154 635
362663.ECP_3392 362663.ECP_4145 988
362663.ECP_3392 362663.ECP_3256 685
362663.ECP_3392 362663.ECP_2569 353
362663.ECP_3392 362663.ECP_0673 292
362663.ECP_3392 362663.ECP_2610 967
362663.ECP_3392 362663.ECP_3408 996
362663.ECP_3392 362663.ECP_4197 995
362663.ECP_3392 362663.ECP_4195 311
362663.ECP_3392 362663.ECP_0200 311
362663.ECP_3392 362663.ECP_2620 849
362663.ECP_3392 362663.ECP_4758 311
362663.ECP_3392 362663.ECP_0359 774
362663.ECP_3392 362663.ECP_3393 996
362663.ECP_3392 362663.ECP_3262 311
362663.ECP_3392 362663.ECP_0176 370
362663.ECP_3392 362663.ECP_2571 849
362663.ECP_3392 362663.ECP_3734 955
362663.ECP_3392 362663.ECP_3382 988
362663.ECP_3392 362663.ECP_3388 371
362663.ECP_3392 362663.ECP_0265 309
362663.ECP_3392 362663.ECP_3386 989
362663.ECP_3392 362663.ECP_4196 996
362663.ECP_3392 362663.ECP_1798 304
362663.ECP_3392 362663.ECP_1081 967
362663.ECP_3392 362663.ECP_0177 993
362663.ECP_3392 362663.ECP_4391 373
362663.ECP_3392 362663.ECP_3430 849
362663.ECP_3392 362663.ECP_3443 292
362663.ECP_3392 362663.ECP_0022 967
362663.ECP_3392 362663.ECP_2611 372
362663.ECP_3392 362663.ECP_2422 635
362663.ECP_3392 362663.ECP_0534 150
362663.ECP_3392 362663.ECP_1623 304
362663.ECP_3392 362663.ECP_4055 286
362663.ECP_3392 362663.ECP_3313 988
362663.ECP_3392 362663.ECP_3399 988
362663.ECP_3392 362663.ECP_2152 545
362663.ECP_3392 362663.ECP_2516 311
362663.ECP_3392 362663.ECP_3429 358
362663.ECP_3392 362663.ECP_4445 967
362663.ECP_3392 362663.ECP_3409 993
362663.ECP_3392 362663.ECP_1663 988
362663.ECP_3392 362663.ECP_3748 358
362663.ECP_3392 362663.ECP_2607 985
362663.ECP_3392 362663.ECP_3403 998
362663.ECP_3392 362663.ECP_0700 635
362663.ECP_3392 362663.ECP_3391 993
362663.ECP_3392 362663.ECP_4447 988
362663.ECP_3392 362663.ECP_4201 311
362663.ECP_3392 362663.ECP_2884 311
362663.ECP_3392 362663.ECP_3257 311
362663.ECP_3392 362663.ECP_1259 849
362663.ECP_3392 362663.ECP_2599 774
362663.ECP_3392 362663.ECP_0095 311
362663.ECP_3392 362663.ECP_3432 993
362663.ECP_3392 362663.ECP_3384 993
362663.ECP_3392 362663.ECP_0180 853
362663.ECP_3392 362663.ECP_3387 774
362663.ECP_3392 362663.ECP_0954 292
362663.ECP_3392 362663.ECP_3383 311
362663.ECP_3392 362663.ECP_0922 311
362663.ECP_3392 362663.ECP_3402 995
362663.ECP_3392 362663.ECP_3486 294
362663.ECP_3392 362663.ECP_3395 988
362663.ECP_3392 362663.ECP_4194 311
362663.ECP_3392 362663.ECP_3273 967
362663.ECP_3392 362663.ECP_3557 355
362663.ECP_3392 362663.ECP_0360 774
362663.ECP_3392 362663.ECP_3390 997
362663.ECP_3392 362663.ECP_3692 311
362663.ECP_3392 362663.ECP_0958 311
362663.ECP_3392 362663.ECP_0100 311
362663.ECP_3392 362663.ECP_4418 311
362663.ECP_3392 362663.ECP_0834 292
362663.ECP_3392 362663.ECP_4193 358
362663.ECP_3392 362663.ECP_3407 998
362663.ECP_3392 362663.ECP_3396 998
362663.ECP_3392 362663.ECP_3389 996
362663.ECP_3392 362663.ECP_3270 311
362663.ECP_3392 362663.ECP_3272 967
362663.ECP_3392 362663.ECP_3431 993
362663.ECP_3392 362663.ECP_3397 996
362663.ECP_3392 362663.ECP_4199 934
362663.ECP_3392 362663.ECP_3404 993
362663.ECP_3392 362663.ECP_3253 988
362663.ECP_3392 362663.ECP_1747 292
362663.ECP_3392 362663.ECP_3406 996
362663.ECP_3392 362663.ECP_2765 358
362663.ECP_3392 362663.ECP_3735 988
362663.ECP_3392 362663.ECP_3291 774
362663.ECP_3392 362663.ECP_3398 998
362663.ECP_3392 362663.ECP_3374 311
362663.ECP_3392 362663.ECP_3701 151
362663.ECP_3392 362663.ECP_1416 266
362663.ECP_3392 362663.ECP_4448 988
362663.ECP_3392 362663.ECP_2226 967
362663.ECP_3392 362663.ECP_3385 995
362663.ECP_3392 362663.ECP_3379 311
362663.ECP_3392 362663.ECP_3400 995
362663.ECP_3392 362663.ECP_3394 982
362663.ECP_3392 362663.ECP_4777 292
362663.ECP_3392 362663.ECP_0667 294
362663.ECP_3392 362663.ECP_4200 311
362663.ECP_3392 362663.ECP_4198 995
362663.ECP_3392 362663.ECP_1664 988
362663.ECP_3392 362663.ECP_3401 997
362663.ECP_3392 362663.ECP_3314 996
362663.ECP_3392 362663.ECP_2212 373
362663.ECP_3392 362663.ECP_3747 311
362663.ECP_3393 362663.ECP_3270 376
362663.ECP_3393 362663.ECP_0176 311
362663.ECP_3393 362663.ECP_3734 955
362663.ECP_3393 362663.ECP_2571 849
362663.ECP_3393 362663.ECP_4758 376
362663.ECP_3393 362663.ECP_0359 774
362663.ECP_3393 362663.ECP_3262 376
362663.ECP_3393 362663.ECP_2523 154
362663.ECP_3393 362663.ECP_3386 967
362663.ECP_3393 362663.ECP_3266 267
362663.ECP_3393 362663.ECP_4196 998
362663.ECP_3393 362663.ECP_1798 304
362663.ECP_3393 362663.ECP_3382 967
362663.ECP_3393 362663.ECP_3388 376
362663.ECP_3393 362663.ECP_0265 309
362663.ECP_3393 362663.ECP_3972 166
362663.ECP_3393 362663.ECP_1711 196
362663.ECP_3393 362663.ECP_0154 447
362663.ECP_3393 362663.ECP_4145 967
362663.ECP_3393 362663.ECP_3256 764
362663.ECP_3393 362663.ECP_3155 967
362663.ECP_3393 362663.ECP_4523 158
362663.ECP_3393 362663.ECP_2620 850
362663.ECP_3393 362663.ECP_0673 292
362663.ECP_3393 362663.ECP_2569 224
362663.ECP_3393 362663.ECP_2610 967
362663.ECP_3393 362663.ECP_3408 996
362663.ECP_3393 362663.ECP_4197 995
362663.ECP_3393 362663.ECP_4195 376
362663.ECP_3393 362663.ECP_0200 376
362663.ECP_3393 362663.ECP_3409 983
362663.ECP_3393 362663.ECP_1663 967
362663.ECP_3393 362663.ECP_1779 189
362663.ECP_3393 362663.ECP_3748 358
362663.ECP_3393 362663.ECP_2578 166
362663.ECP_3393 362663.ECP_2607 985
362663.ECP_3393 362663.ECP_3403 997
362663.ECP_3393 362663.ECP_2379 280
362663.ECP_3393 362663.ECP_4445 967
362663.ECP_3393 362663.ECP_3392 996
362663.ECP_3393 362663.ECP_4447 967
362663.ECP_3393 362663.ECP_4201 376
362663.ECP_3393 362663.ECP_1259 849
362663.ECP_3393 362663.ECP_2884 376
362663.ECP_3393 362663.ECP_3257 764
362663.ECP_3393 362663.ECP_2599 774
362663.ECP_3393 362663.ECP_0700 447
362663.ECP_3393 362663.ECP_3391 982
362663.ECP_3393 362663.ECP_1183 224
362663.ECP_3393 362663.ECP_4391 376
362663.ECP_3393 362663.ECP_3430 849
362663.ECP_3393 362663.ECP_3376 189
362663.ECP_3393 362663.ECP_3443 290
362663.ECP_3393 362663.ECP_0022 967
362663.ECP_3393 362663.ECP_1397 166
362663.ECP_3393 362663.ECP_1900 214
362663.ECP_3393 362663.ECP_0177 987
362663.ECP_3393 362663.ECP_4055 286
362663.ECP_3393 362663.ECP_3313 967
362663.ECP_3393 362663.ECP_3399 970
362663.ECP_3393 362663.ECP_2516 376
362663.ECP_3393 362663.ECP_3429 358
362663.ECP_3393 362663.ECP_2611 376
362663.ECP_3393 362663.ECP_2422 447
362663.ECP_3393 362663.ECP_1623 304
362663.ECP_3393 362663.ECP_3692 376
362663.ECP_3393 362663.ECP_0786 189
362663.ECP_3393 362663.ECP_0958 311
362663.ECP_3393 362663.ECP_0100 376
362663.ECP_3393 362663.ECP_4418 376
362663.ECP_3393 362663.ECP_4456 280
362663.ECP_3393 362663.ECP_0360 774
362663.ECP_3393 362663.ECP_3390 995
362663.ECP_3393 362663.ECP_3250 166
362663.ECP_3393 362663.ECP_3396 998
362663.ECP_3393 362663.ECP_3389 996
362663.ECP_3393 362663.ECP_3272 972
362663.ECP_3393 362663.ECP_0834 290
362663.ECP_3393 362663.ECP_0497 225
362663.ECP_3393 362663.ECP_1325 196
362663.ECP_3393 362663.ECP_4193 358
362663.ECP_3393 362663.ECP_3407 997
362663.ECP_3393 362663.ECP_0954 290
362663.ECP_3393 362663.ECP_3383 764
362663.ECP_3393 362663.ECP_0922 376
362663.ECP_3393 362663.ECP_0036 280
362663.ECP_3393 362663.ECP_3402 982
362663.ECP_3393 362663.ECP_3486 294
362663.ECP_3393 362663.ECP_0095 376
362663.ECP_3393 362663.ECP_3384 983
362663.ECP_3393 362663.ECP_3432 983
362663.ECP_3393 362663.ECP_0180 853
362663.ECP_3393 362663.ECP_4118 189
362663.ECP_3393 362663.ECP_3387 774
362663.ECP_3393 362663.ECP_3273 967
362663.ECP_3393 362663.ECP_3557 376
362663.ECP_3393 362663.ECP_3395 969
362663.ECP_3393 362663.ECP_4194 376
362663.ECP_3393 362663.ECP_3394 982
362663.ECP_3393 362663.ECP_4777 290
362663.ECP_3393 362663.ECP_0811 166
362663.ECP_3393 362663.ECP_4200 376
362663.ECP_3393 362663.ECP_3401 996
362663.ECP_3393 362663.ECP_4198 996
362663.ECP_3393 362663.ECP_1664 967
362663.ECP_3393 362663.ECP_4448 967
362663.ECP_3393 362663.ECP_2226 967
362663.ECP_3393 362663.ECP_3385 982
362663.ECP_3393 362663.ECP_3379 376
362663.ECP_3393 362663.ECP_3400 995
362663.ECP_3393 362663.ECP_1081 967
362663.ECP_3393 362663.ECP_1601 189
362663.ECP_3393 362663.ECP_1416 189
362663.ECP_3393 362663.ECP_1869 189
362663.ECP_3393 362663.ECP_2212 373
362663.ECP_3393 362663.ECP_3314 996
362663.ECP_3393 362663.ECP_3405 996
362663.ECP_3393 362663.ECP_3747 376
362663.ECP_3393 362663.ECP_3241 214
362663.ECP_3393 362663.ECP_4199 963
362663.ECP_3393 362663.ECP_3404 982
362663.ECP_3393 362663.ECP_3253 970
362663.ECP_3393 362663.ECP_1747 266
362663.ECP_3393 362663.ECP_3406 996
362663.ECP_3393 362663.ECP_2765 376
362663.ECP_3393 362663.ECP_3431 983
362663.ECP_3393 362663.ECP_3397 996
362663.ECP_3393 362663.ECP_3291 774
362663.ECP_3393 362663.ECP_3398 996
362663.ECP_3393 362663.ECP_0484 214
362663.ECP_3393 362663.ECP_3374 376
362663.ECP_3393 362663.ECP_3735 967
362663.ECP_3393 362663.ECP_4059 280
362663.ECP_3394 362663.ECP_3253 999
362663.ECP_3394 362663.ECP_0834 290
362663.ECP_3394 362663.ECP_0158 562
362663.ECP_3394 362663.ECP_3407 996
362663.ECP_3394 362663.ECP_4193 358
362663.ECP_3394 362663.ECP_3389 985
362663.ECP_3394 362663.ECP_4424 222
362663.ECP_3394 362663.ECP_3396 983
362663.ECP_3394 362663.ECP_3272 967
362663.ECP_3394 362663.ECP_3250 289
362663.ECP_3394 362663.ECP_3390 978
362663.ECP_3394 362663.ECP_0360 774
362663.ECP_3394 362663.ECP_0958 311
362663.ECP_3394 362663.ECP_0786 294
362663.ECP_3394 362663.ECP_3692 929
362663.ECP_3394 362663.ECP_2479 226
362663.ECP_3394 362663.ECP_1329 282
362663.ECP_3394 362663.ECP_4456 293
362663.ECP_3394 362663.ECP_3395 998
362663.ECP_3394 362663.ECP_2294 226
362663.ECP_3394 362663.ECP_4194 376
362663.ECP_3394 362663.ECP_1665 850
362663.ECP_3394 362663.ECP_3273 974
362663.ECP_3394 362663.ECP_4118 701
362663.ECP_3394 362663.ECP_0180 853
362663.ECP_3394 362663.ECP_3384 999
362663.ECP_3394 362663.ECP_3432 998
362663.ECP_3394 362663.ECP_0095 376
362663.ECP_3394 362663.ECP_3387 774
362663.ECP_3394 362663.ECP_3383 376
362663.ECP_3394 362663.ECP_0922 964
362663.ECP_3394 362663.ECP_0954 290
362663.ECP_3394 362663.ECP_1418 562
362663.ECP_3394 362663.ECP_3402 999
362663.ECP_3394 362663.ECP_0036 293
362663.ECP_3394 362663.ECP_1869 294
362663.ECP_3394 362663.ECP_3241 214
362663.ECP_3394 362663.ECP_3405 985
362663.ECP_3394 362663.ECP_3747 376
362663.ECP_3394 362663.ECP_3314 982
362663.ECP_3394 362663.ECP_2212 373
362663.ECP_3394 362663.ECP_1601 701
362663.ECP_3394 362663.ECP_1081 974
362663.ECP_3394 362663.ECP_4448 967
362663.ECP_3394 362663.ECP_0060 161
362663.ECP_3394 362663.ECP_3400 955
362663.ECP_3394 362663.ECP_3379 376
362663.ECP_3394 362663.ECP_3385 999
362663.ECP_3394 362663.ECP_3295 355
362663.ECP_3394 362663.ECP_2226 967
362663.ECP_3394 362663.ECP_0811 289
362663.ECP_3394 362663.ECP_4200 376
362663.ECP_3394 362663.ECP_3728 355
362663.ECP_3394 362663.ECP_4777 290
362663.ECP_3394 362663.ECP_3401 982
362663.ECP_3394 362663.ECP_4198 987
362663.ECP_3394 362663.ECP_1664 967
362663.ECP_3394 362663.ECP_0672 150
362663.ECP_3394 362663.ECP_4059 293
362663.ECP_3394 362663.ECP_3126 226
362663.ECP_3394 362663.ECP_3735 985
362663.ECP_3394 362663.ECP_3291 977
362663.ECP_3394 362663.ECP_4405 821
362663.ECP_3394 362663.ECP_0101 226
362663.ECP_3394 362663.ECP_3374 376
362663.ECP_3394 362663.ECP_3398 979
362663.ECP_3394 362663.ECP_0484 214
362663.ECP_3394 362663.ECP_3397 984
362663.ECP_3394 362663.ECP_1335 378
362663.ECP_3394 362663.ECP_3431 999
362663.ECP_3394 362663.ECP_4199 849
362663.ECP_3394 362663.ECP_3404 999
362663.ECP_3394 362663.ECP_2765 376
362663.ECP_3394 362663.ECP_3406 982
362663.ECP_3394 362663.ECP_0784 282
362663.ECP_3394 362663.ECP_1809 226
362663.ECP_3394 362663.ECP_1747 266
362663.ECP_3394 362663.ECP_0265 309
362663.ECP_3394 362663.ECP_3382 967
362663.ECP_3394 362663.ECP_3388 376
362663.ECP_3394 362663.ECP_3972 289
362663.ECP_3394 362663.ECP_3386 998
362663.ECP_3394 362663.ECP_2488 331
362663.ECP_3394 362663.ECP_1798 294
362663.ECP_3394 362663.ECP_4196 967
362663.ECP_3394 362663.ECP_4758 376
362663.ECP_3394 362663.ECP_0359 774
362663.ECP_3394 362663.ECP_0053 376
362663.ECP_3394 362663.ECP_3393 982
362663.ECP_3394 362663.ECP_1661 248
362663.ECP_3394 362663.ECP_0176 220
362663.ECP_3394 362663.ECP_3734 955
362663.ECP_3394 362663.ECP_2571 849
362663.ECP_3394 362663.ECP_4195 379
362663.ECP_3394 362663.ECP_4197 982
362663.ECP_3394 362663.ECP_3408 982
362663.ECP_3394 362663.ECP_2610 998
362663.ECP_3394 362663.ECP_2569 380
362663.ECP_3394 362663.ECP_0673 309
362663.ECP_3394 362663.ECP_0200 376
362663.ECP_3394 362663.ECP_2620 849
362663.ECP_3394 362663.ECP_2843 226
362663.ECP_3394 362663.ECP_3155 998
362663.ECP_3394 362663.ECP_3256 932
362663.ECP_3394 362663.ECP_4145 967
362663.ECP_3394 362663.ECP_3483 226
362663.ECP_3394 362663.ECP_0154 295
362663.ECP_3394 362663.ECP_3391 999
362663.ECP_3394 362663.ECP_0700 295
362663.ECP_3394 362663.ECP_4201 376
362663.ECP_3394 362663.ECP_4447 999
362663.ECP_3394 362663.ECP_3392 982
362663.ECP_3394 362663.ECP_2599 978
362663.ECP_3394 362663.ECP_3257 376
362663.ECP_3394 362663.ECP_2884 376
362663.ECP_3394 362663.ECP_1259 849
362663.ECP_3394 362663.ECP_3505 330
362663.ECP_3394 362663.ECP_4445 999
362663.ECP_3394 362663.ECP_1756 226
362663.ECP_3394 362663.ECP_3748 358
362663.ECP_3394 362663.ECP_1663 967
362663.ECP_3394 362663.ECP_3409 998
362663.ECP_3394 362663.ECP_2379 293
362663.ECP_3394 362663.ECP_3403 988
362663.ECP_3394 362663.ECP_2607 967
362663.ECP_3394 362663.ECP_2578 289
362663.ECP_3394 362663.ECP_2422 295
362663.ECP_3394 362663.ECP_2611 282
362663.ECP_3394 362663.ECP_1623 294
362663.ECP_3394 362663.ECP_0898 965
362663.ECP_3394 362663.ECP_1705 226
362663.ECP_3394 362663.ECP_3313 999
362663.ECP_3394 362663.ECP_4055 288
362663.ECP_3394 362663.ECP_3429 358
362663.ECP_3394 362663.ECP_3399 999
362663.ECP_3394 362663.ECP_1900 214
362663.ECP_3394 362663.ECP_3741 218
362663.ECP_3394 362663.ECP_1397 289
362663.ECP_3394 362663.ECP_0177 999
362663.ECP_3394 362663.ECP_4391 376
362663.ECP_3394 362663.ECP_1183 865
362663.ECP_3394 362663.ECP_3443 290
362663.ECP_3394 362663.ECP_0022 998
362663.ECP_3394 362663.ECP_3430 849
362663.ECP_3395 362663.ECP_4777 685
362663.ECP_3395 362663.ECP_0200 416
362663.ECP_3395 362663.ECP_4195 382
362663.ECP_3395 362663.ECP_3408 983
362663.ECP_3395 362663.ECP_4197 981
362663.ECP_3395 362663.ECP_2610 998
362663.ECP_3395 362663.ECP_0673 292
362663.ECP_3395 362663.ECP_2569 434
362663.ECP_3395 362663.ECP_2620 850
362663.ECP_3395 362663.ECP_2843 226
362663.ECP_3395 362663.ECP_3155 999
362663.ECP_3395 362663.ECP_3256 932
362663.ECP_3395 362663.ECP_4145 967
362663.ECP_3395 362663.ECP_3483 226
362663.ECP_3395 362663.ECP_0154 672
362663.ECP_3395 362663.ECP_3972 255
362663.ECP_3395 362663.ECP_0265 354
362663.ECP_3395 362663.ECP_3382 988
362663.ECP_3395 362663.ECP_3388 376
362663.ECP_3395 362663.ECP_1798 294
362663.ECP_3395 362663.ECP_4196 969
362663.ECP_3395 362663.ECP_3386 998
362663.ECP_3395 362663.ECP_1666 220
362663.ECP_3395 362663.ECP_3393 969
362663.ECP_3395 362663.ECP_0359 774
362663.ECP_3395 362663.ECP_4758 426
362663.ECP_3395 362663.ECP_0053 376
362663.ECP_3395 362663.ECP_3734 955
362663.ECP_3395 362663.ECP_2571 849
362663.ECP_3395 362663.ECP_1661 248
362663.ECP_3395 362663.ECP_0176 220
362663.ECP_3395 362663.ECP_1623 294
362663.ECP_3395 362663.ECP_0898 954
362663.ECP_3395 362663.ECP_1705 226
362663.ECP_3395 362663.ECP_2422 672
362663.ECP_3395 362663.ECP_2611 282
362663.ECP_3395 362663.ECP_3429 384
362663.ECP_3395 362663.ECP_3399 998
362663.ECP_3395 362663.ECP_3313 998
362663.ECP_3395 362663.ECP_4055 288
362663.ECP_3395 362663.ECP_0177 998
362663.ECP_3395 362663.ECP_1397 255
362663.ECP_3395 362663.ECP_0022 998
362663.ECP_3395 362663.ECP_3443 685
362663.ECP_3395 362663.ECP_3430 931
362663.ECP_3395 362663.ECP_4391 376
362663.ECP_3395 362663.ECP_1183 829
362663.ECP_3395 362663.ECP_3391 998
362663.ECP_3395 362663.ECP_0700 672
362663.ECP_3395 362663.ECP_2599 973
362663.ECP_3395 362663.ECP_2884 416
362663.ECP_3395 362663.ECP_1259 861
362663.ECP_3395 362663.ECP_3257 376
362663.ECP_3395 362663.ECP_4201 376
362663.ECP_3395 362663.ECP_3392 988
362663.ECP_3395 362663.ECP_4447 998
362663.ECP_3395 362663.ECP_4445 998
362663.ECP_3395 362663.ECP_2379 293
362663.ECP_3395 362663.ECP_2607 969
362663.ECP_3395 362663.ECP_3403 988
362663.ECP_3395 362663.ECP_2578 255
362663.ECP_3395 362663.ECP_1756 226
362663.ECP_3395 362663.ECP_3394 998
362663.ECP_3395 362663.ECP_3748 358
362663.ECP_3395 362663.ECP_1663 988
362663.ECP_3395 362663.ECP_3409 998
362663.ECP_3395 362663.ECP_4194 376
362663.ECP_3395 362663.ECP_2294 226
362663.ECP_3395 362663.ECP_1665 869
362663.ECP_3395 362663.ECP_3273 969
362663.ECP_3395 362663.ECP_3387 774
362663.ECP_3395 362663.ECP_4118 701
362663.ECP_3395 362663.ECP_0180 864
362663.ECP_3395 362663.ECP_3384 998
362663.ECP_3395 362663.ECP_3432 998
362663.ECP_3395 362663.ECP_0095 376
362663.ECP_3395 362663.ECP_3402 999
362663.ECP_3395 362663.ECP_0036 293
362663.ECP_3395 362663.ECP_0922 927
362663.ECP_3395 362663.ECP_3383 376
362663.ECP_3395 362663.ECP_0954 685
362663.ECP_3395 362663.ECP_1418 606
362663.ECP_3395 362663.ECP_4193 384
362663.ECP_3395 362663.ECP_3407 998
362663.ECP_3395 362663.ECP_0834 685
362663.ECP_3395 362663.ECP_0497 199
362663.ECP_3395 362663.ECP_0158 606
362663.ECP_3395 362663.ECP_3272 967
362663.ECP_3395 362663.ECP_1844 236
362663.ECP_3395 362663.ECP_3389 969
362663.ECP_3395 362663.ECP_3396 992
362663.ECP_3395 362663.ECP_3250 255
